Islas;Nivel educativo;Sexo;Ocupación;Nacionalidad;Periodo;Total
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Española;2021;35
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Extranjera;2022;31
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Extranjera;2021;29
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Total;2022;31
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Total;2021;23
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Española;2022;22
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Española;2021;20
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Extranjera;2022;9
Formentera;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Extranjera;2021;3
Formentera;Educación superior;Total;Total;Total;2022;1.709
Formentera;Educación superior;Total;Total;Total;2021;1.635
Formentera;Educación superior;Total;Total;Española;2022;1.549
Formentera;Educación superior;Total;Total;Española;2021;1.504
Formentera;Educación superior;Total;Total;Extranjera;2022;160
Formentera;Educación superior;Total;Total;Extranjera;2021;131
Formentera;Educación superior;Total;1 Directores y gerentes;Total;2022;141
Formentera;Educación superior;Total;1 Directores y gerentes;Total;2021;138
Formentera;Educación superior;Total;1 Directores y gerentes;Española;2022;132
Formentera;Educación superior;Total;1 Directores y gerentes;Española;2021;127
Formentera;Educación superior;Total;1 Directores y gerentes;Extranjera;2022;9
Formentera;Educación superior;Total;1 Directores y gerentes;Extranjera;2021;11
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;680
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;626
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;652
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;607
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;28
Formentera;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;19
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Total;2022;212
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Total;2021;218
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Española;2022;197
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Española;2021;207
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2022;15
Formentera;Educación superior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2021;11
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;197
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;190
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;172
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;172
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;25
Formentera;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;18
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;260
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;273
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;222
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;231
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;38
Formentera;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;42
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;8
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;8
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;4
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;3
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;4
Formentera;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;5
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;46
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;55
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;35
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;48
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;11
Formentera;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;7
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;37
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;34
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;33
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;31
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;4
Formentera;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;3
Formentera;Educación superior;Total;9 Ocupaciones elementales;Total;2022;62
Formentera;Educación superior;Total;9 Ocupaciones elementales;Total;2021;54
Formentera;Educación superior;Total;9 Ocupaciones elementales;Española;2022;43
Formentera;Educación superior;Total;9 Ocupaciones elementales;Española;2021;42
Formentera;Educación superior;Total;9 Ocupaciones elementales;Extranjera;2022;19
Formentera;Educación superior;Total;9 Ocupaciones elementales;Extranjera;2021;12
Formentera;Educación superior;Total;No consta;Total;2022;66
Formentera;Educación superior;Total;No consta;Total;2021;39
Formentera;Educación superior;Total;No consta;Española;2022;59
Formentera;Educación superior;Total;No consta;Española;2021;36
Formentera;Educación superior;Total;No consta;Extranjera;2022;7
Formentera;Educación superior;Total;No consta;Extranjera;2021;3
Formentera;Educación superior;Hombres;Total;Total;2022;812
Formentera;Educación superior;Hombres;Total;Total;2021;791
Formentera;Educación superior;Hombres;Total;Española;2022;740
Formentera;Educación superior;Hombres;Total;Española;2021;731
Formentera;Educación superior;Hombres;Total;Extranjera;2022;72
Formentera;Educación superior;Hombres;Total;Extranjera;2021;60
Formentera;Educación superior;Hombres;1 Directores y gerentes;Total;2022;95
Formentera;Educación superior;Hombres;1 Directores y gerentes;Total;2021;92
Formentera;Educación superior;Hombres;1 Directores y gerentes;Española;2022;87
Formentera;Educación superior;Hombres;1 Directores y gerentes;Española;2021;84
Formentera;Educación superior;Hombres;1 Directores y gerentes;Extranjera;2022;8
Formentera;Educación superior;Hombres;1 Directores y gerentes;Extranjera;2021;8
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;290
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;270
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;277
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;263
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;13
Formentera;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;7
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Total;2022;130
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Total;2021;126
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Española;2022;123
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Española;2021;121
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2022;7
Formentera;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2021;5
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;58
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;46
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;52
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;44
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;6
Formentera;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;2
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;112
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;125
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;97
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;107
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;15
Formentera;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;18
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;7
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;7
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;4
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;3
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;3
Formentera;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;4
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;38
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;45
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;29
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;38
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;9
Formentera;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;7
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;25
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;26
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;23
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;24
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;2
Formentera;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;2
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Total;2022;23
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Total;2021;30
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Española;2022;19
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Española;2021;25
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Extranjera;2022;4
Formentera;Educación superior;Hombres;9 Ocupaciones elementales;Extranjera;2021;5
Formentera;Educación superior;Hombres;No consta;Total;2022;34
Formentera;Educación superior;Hombres;No consta;Total;2021;24
Formentera;Educación superior;Hombres;No consta;Española;2022;29
Formentera;Educación superior;Hombres;No consta;Española;2021;22
Formentera;Educación superior;Hombres;No consta;Extranjera;2022;5
Formentera;Educación superior;Hombres;No consta;Extranjera;2021;2
Formentera;Educación superior;Mujeres;Total;Total;2022;897
Formentera;Educación superior;Mujeres;Total;Total;2021;844
Formentera;Educación superior;Mujeres;Total;Española;2022;809
Formentera;Educación superior;Mujeres;Total;Española;2021;773
Formentera;Educación superior;Mujeres;Total;Extranjera;2022;88
Formentera;Educación superior;Mujeres;Total;Extranjera;2021;71
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Total;2022;46
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Total;2021;46
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Española;2022;45
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Española;2021;43
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Extranjera;2022;1
Formentera;Educación superior;Mujeres;1 Directores y gerentes;Extranjera;2021;3
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;390
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;356
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;375
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;344
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;15
Formentera;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;12
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2022;82
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2021;92
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2022;74
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2021;86
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2022;8
Formentera;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2021;6
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;139
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;144
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;120
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;128
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;19
Formentera;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;16
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;148
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;148
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;125
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;124
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;23
Formentera;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;24
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;1
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;1
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;0
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;0
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;1
Formentera;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;1
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;8
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;10
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;6
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;10
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;2
Formentera;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;0
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;12
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;8
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;10
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;7
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;2
Formentera;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;1
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2022;39
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2021;24
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2022;24
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2021;17
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Extranjera;2022;15
Formentera;Educación superior;Mujeres;9 Ocupaciones elementales;Extranjera;2021;7
Formentera;Educación superior;Mujeres;No consta;Total;2022;32
Formentera;Educación superior;Mujeres;No consta;Total;2021;15
Formentera;Educación superior;Mujeres;No consta;Española;2022;30
Formentera;Educación superior;Mujeres;No consta;Española;2021;14
Formentera;Educación superior;Mujeres;No consta;Extranjera;2022;2
Formentera;Educación superior;Mujeres;No consta;Extranjera;2021;1
Ibiza;Total;Total;Total;Total;2022;59.980
Ibiza;Total;Total;Total;Total;2021;56.218
Ibiza;Total;Total;Total;Española;2022;46.898
Ibiza;Total;Total;Total;Española;2021;44.524
Ibiza;Total;Total;Total;Extranjera;2022;13.082
Ibiza;Total;Total;Total;Extranjera;2021;11.694
Ibiza;Total;Total;1 Directores y gerentes;Total;2022;2.940
Ibiza;Total;Total;1 Directores y gerentes;Total;2021;2.851
Ibiza;Total;Total;1 Directores y gerentes;Española;2022;2.414
Ibiza;Total;Total;1 Directores y gerentes;Española;2021;2.397
Ibiza;Total;Total;1 Directores y gerentes;Extranjera;2022;526
Ibiza;Total;Total;1 Directores y gerentes;Extranjera;2021;454
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;9.105
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;8.418
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;8.223
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;7.629
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;882
Ibiza;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;789
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Total;2022;6.104
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Total;2021;5.615
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Española;2022;4.958
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Española;2021;4.639
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Extranjera;2022;1.146
Ibiza;Total;Total;3 Técnicos, profesionales de apoyo;Extranjera;2021;976
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;6.026
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;5.658
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;5.221
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;4.984
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;805
Ibiza;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;674
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;14.986
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;14.287
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;11.556
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;11.208
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;3.430
Ibiza;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;3.079
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;770
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;693
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;494
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;473
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;276
Ibiza;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;220
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;7.439
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;7.472
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;5.248
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;5.327
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;2.191
Ibiza;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;2.145
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;3.173
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;3.000
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;2.810
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;2.672
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;363
Ibiza;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;328
Ibiza;Total;Total;9 Ocupaciones elementales;Total;2022;6.463
Ibiza;Total;Total;9 Ocupaciones elementales;Total;2021;6.310
Ibiza;Total;Total;9 Ocupaciones elementales;Española;2022;3.714
Ibiza;Total;Total;9 Ocupaciones elementales;Española;2021;3.740
Ibiza;Total;Total;9 Ocupaciones elementales;Extranjera;2022;2.749
Ibiza;Total;Total;9 Ocupaciones elementales;Extranjera;2021;2.570
Ibiza;Total;Total;No consta;Total;2022;2.974
Ibiza;Total;Total;No consta;Total;2021;1.914
Ibiza;Total;Total;No consta;Española;2022;2.260
Ibiza;Total;Total;No consta;Española;2021;1.455
Ibiza;Total;Total;No consta;Extranjera;2022;714
Ibiza;Total;Total;No consta;Extranjera;2021;459
Ibiza;Total;Hombres;Total;Total;2022;33.315
Ibiza;Total;Hombres;Total;Total;2021;31.199
Ibiza;Total;Hombres;Total;Española;2022;25.623
Ibiza;Total;Hombres;Total;Española;2021;24.323
Ibiza;Total;Hombres;Total;Extranjera;2022;7.692
Ibiza;Total;Hombres;Total;Extranjera;2021;6.876
Ibiza;Total;Hombres;1 Directores y gerentes;Total;2022;1.982
Ibiza;Total;Hombres;1 Directores y gerentes;Total;2021;1.923
Ibiza;Total;Hombres;1 Directores y gerentes;Española;2022;1.631
Ibiza;Total;Hombres;1 Directores y gerentes;Española;2021;1.631
Ibiza;Total;Hombres;1 Directores y gerentes;Extranjera;2022;351
Ibiza;Total;Hombres;1 Directores y gerentes;Extranjera;2021;292
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;3.518
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;3.241
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;3.153
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;2.902
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;365
Ibiza;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;339
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Total;2022;3.697
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Total;2021;3.356
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Española;2022;3.042
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Española;2021;2.789
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2022;655
Ibiza;Total;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2021;567
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;2.029
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;1.876
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;1.751
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;1.648
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;278
Ibiza;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;228
Ibiza;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;6.764
Ibiza;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;6.504
Ibiza;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;5.117
Ibiza;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;5.013
